syd,did,wei,symptom,diagnose
181,670,1,flatulence (passing gas),salmonella infection:common bacterial intestinal infection
10,675,0,bloody diarrhea,schistosomiasis:parasite infection
30,675,0,fever in the returning traveler,schistosomiasis:parasite infection
131,675,0,swollen lymph nodes (large lymph nodes),schistosomiasis:parasite infection
139,675,0,itchy rash (pruritic rash),schistosomiasis:parasite infection
10,697,3,bloody diarrhea,shigellosis:bacterial intestinal infection
20,697,1,diarrhea,shigellosis:bacterial intestinal infection
30,697,3,fever in the returning traveler,shigellosis:bacterial intestinal infection
103,697,3,traveler's diarrhea,shigellosis:bacterial intestinal infection
181,697,1,flatulence (passing gas),shigellosis:bacterial intestinal infection
10,955,2,bloody diarrhea,clostridium difficile:c. diff
20,955,2,diarrhea,clostridium difficile:c. diff
66,955,0,nausea,clostridium difficile:c. diff
10,987,2,bloody diarrhea,food poisoning
20,987,2,diarrhea,food poisoning
21,987,0,dizziness,food poisoning
66,987,0,nausea,food poisoning
113,987,0,vomiting,food poisoning
264,987,0,stomach and abdominal pain,food poisoning
10,1129,2,bloody diarrhea,"hemolytic uremic syndrome:hus, red blood cell destruction, kidney disease"
11,109,2,pain or soreness of breast,breast cancer:tumor
21,109,1,dizziness,breast cancer:tumor
262,109,1,chest pain,breast cancer:tumor
287,109,2,lump or mass of breast,breast cancer:tumor
295,109,2,nipple discharge,breast cancer:tumor
11,111,1,pain or soreness of breast,breast fibroadenoma:benign breast lumps
287,111,1,lump or mass of breast,breast fibroadenoma:benign breast lumps
295,111,2,nipple discharge,breast fibroadenoma:benign breast lumps
11,289,1,pain or soreness of breast,fibrocystic breasts:breast lumpiness
287,289,1,lump or mass of breast,fibrocystic breasts:breast lumpiness
295,289,2,nipple discharge,fibrocystic breasts:breast lumpiness
11,453,1,pain or soreness of breast,mastitis:breast infection inflammation
29,453,,fever,mastitis:breast infection inflammation
81,453,,rash,mastitis:breast infection inflammation
238,453,,skin sores,mastitis:breast infection inflammation
262,453,,chest pain,mastitis:breast infection inflammation
287,453,1,lump or mass of breast,mastitis:breast infection inflammation
295,453,1,nipple discharge,mastitis:breast infection inflammation
11,443,0,pain or soreness of breast,lymphangitis:lymph tissue inflammation
14,443,0,chills,lymphangitis:lymph tissue inflammation
24,443,0,pain in the ear,lymphangitis:lymph tissue inflammation
39,443,0,"hand, finger ache or pain",lymphangitis:lymph tissue inflammation
81,443,0,rash,lymphangitis:lymph tissue inflammation
213,443,0,arm swelling,lymphangitis:lymph tissue inflammation
234,443,2,armpit pain,lymphangitis:lymph tissue inflammation
238,443,0,skin sores,lymphangitis:lymph tissue inflammation
303,443,0,arm stiffness or tightness,lymphangitis:lymph tissue inflammation
261,443,0,elbow swelling,lymphangitis:lymph tissue inflammation
11,466,0,pain or soreness of breast,metastatic neoplasm:cancer spread
57,466,0,leg ache or pain,metastatic neoplasm:cancer spread
238,466,0,skin sores,metastatic neoplasm:cancer spread
287,466,0,lump or mass of breast,metastatic neoplasm:cancer spread
11,1057,0,pain or soreness of breast,hidradenitis suppurativa:chronic collections of pus
81,1057,0,rash,hidradenitis suppurativa:chronic collections of pus
234,1057,2,armpit pain,hidradenitis suppurativa:chronic collections of pus
238,1057,0,skin sores,hidradenitis suppurativa:chronic collections of pus
263,1057,0,skin infection,hidradenitis suppurativa:chronic collections of pus
287,1057,0,lump or mass of breast,hidradenitis suppurativa:chronic collections of pus
11,1061,1,pain or soreness of breast,radiation exposure:radiation sickness
12,9,1,calf pain,achilles tendon rupture:(heel tendon tear)
177,9,2,ankle pain,achilles tendon rupture:(heel tendon tear)
214,9,2,calf swelling,achilles tendon rupture:(heel tendon tear)
12,78,1,calf pain,baker's cyst:fluid sac behind knee
55,78,1,knee pain,baker's cyst:fluid sac behind knee
57,78,,leg ache or pain,baker's cyst:fluid sac behind knee
58,78,1,swelling of both legs,baker's cyst:fluid sac behind knee
12,183,1,calf pain,compartment syndrome:increased pressure inside muscles
35,183,1,foot pain,compartment syndrome:increased pressure inside muscles
57,183,1,leg ache or pain,compartment syndrome:increased pressure inside muscles
69,183,2,numbness,compartment syndrome:increased pressure inside muscles
115,183,2,weakness (muscle localized),compartment syndrome:increased pressure inside muscles
176,183,1,hand numbness (paresthesias),compartment syndrome:increased pressure inside muscles
214,183,1,calf swelling,compartment syndrome:increased pressure inside muscles
233,183,3,upper leg pain,compartment syndrome:increased pressure inside muscles
241,183,1,arm numbness (paresthesias),compartment syndrome:increased pressure inside muscles
242,183,1,leg numbness (paresthesias),compartment syndrome:increased pressure inside muscles
243,183,1,foot numbness (paresthesias),compartment syndrome:increased pressure inside muscles
251,183,1,shin pain,compartment syndrome:increased pressure inside muscles
12,510,1,calf pain,necrotizing fasciitis:life-threatening infection
39,510,1,"hand, finger ache or pain",necrotizing fasciitis:life-threatening infection
45,510,1,hip pain,necrotizing fasciitis:life-threatening infection
57,510,1,leg ache or pain,necrotizing fasciitis:life-threatening infection
58,510,1,swelling of both legs,necrotizing fasciitis:life-threatening infection
62,510,1,muscle pain,necrotizing fasciitis:life-threatening infection
89,510,1,shoulder ache or pain,necrotizing fasciitis:life-threatening infection
191,510,1,skin pain,necrotizing fasciitis:life-threatening infection
192,510,1,hot skin,necrotizing fasciitis:life-threatening infection
193,510,1,skin swelling,necrotizing fasciitis:life-threatening infection
196,510,1,foot swelling,necrotizing fasciitis:life-threatening infection
205,510,1,low blood pressure,necrotizing fasciitis:life-threatening infection
213,510,1,arm swelling,necrotizing fasciitis:life-threatening infection
214,510,1,calf swelling,necrotizing fasciitis:life-threatening infection
226,510,1,hand redness,necrotizing fasciitis:life-threatening infection
227,510,1,foot redness,necrotizing fasciitis:life-threatening infection
228,510,1,arm redness,necrotizing fasciitis:life-threatening infection
229,510,1,leg redness,necrotizing fasciitis:life-threatening infection
233,510,1,upper leg pain,necrotizing fasciitis:life-threatening infection
251,510,1,shin pain,necrotizing fasciitis:life-threatening infection
12,8,2,calf pain,achilles tendonitis: (heel tendon inflammation)
42,8,1,heel pain,achilles tendonitis: (heel tendon inflammation)
57,8,0,leg ache or pain,achilles tendonitis: (heel tendon inflammation)
177,8,2,ankle pain,achilles tendonitis: (heel tendon inflammation)
214,8,2,calf swelling,achilles tendonitis: (heel tendon inflammation)
12,1147,0,calf pain,diabetic neuropathy:nerve damage
35,1147,0,foot pain,diabetic neuropathy:nerve damage
57,1147,0,leg ache or pain,diabetic neuropathy:nerve damage
148,1147,0,urinary retention (inability to urinate),diabetic neuropathy:nerve damage
191,1147,0,skin pain,diabetic neuropathy:nerve damage
242,1147,0,leg numbness (paresthesias),diabetic neuropathy:nerve damage
243,1147,0,foot numbness (paresthesias),diabetic neuropathy:nerve damage
306,1147,0,high blood sugar,diabetic neuropathy:nerve damage
13,224,2,chest pressure,dressler syndrome:heart sac inflammation following heart attack or heart surgery
29,224,1,fever,dressler syndrome:heart sac inflammation following heart attack or heart surgery
262,224,1,chest pain,dressler syndrome:heart sac inflammation following heart attack or heart surgery
13,471,0,chest pressure,mitral valve prolapse:abnormal heart valve
88,471,0,shortness of breath,mitral valve prolapse:abnormal heart valve
189,471,1,heart murmur (abnormal heart sound),mitral valve prolapse:abnormal heart valve
262,471,0,chest pain,mitral valve prolapse:abnormal heart valve
13,561,2,chest pressure,pericarditis:heart sac inflammation
239,561,3,chest burning,pericarditis:heart sac inflammation
262,561,2,chest pain,pericarditis:heart sac inflammation
13,586,3,chest pressure,pneumothorax:collapse of lung
88,586,1,shortness of breath,pneumothorax:collapse of lung
239,586,3,chest burning,pneumothorax:collapse of lung
262,586,1,chest pain,pneumothorax:collapse of lung
270,586,1,difficulty breathing,pneumothorax:collapse of lung
269,586,1,hurts to breathe,pneumothorax:collapse of lung
13,608,0,chest pressure,prinzmetal angina:heart artery spasm
239,608,0,chest burning,prinzmetal angina:heart artery spasm
262,608,0,chest pain,prinzmetal angina:heart artery spasm
13,1008,2,chest pressure,"coronary artery disease:cad, heart disease"
21,1008,1,dizziness,"coronary artery disease:cad, heart disease"
66,1008,1,nausea,"coronary artery disease:cad, heart disease"
88,1008,1,shortness of breath,"coronary artery disease:cad, heart disease"
239,1008,1,chest burning,"coronary artery disease:cad, heart disease"
262,1008,2,chest pain,"coronary artery disease:cad, heart disease"
13,185,1,chest pressure,congestive heart failure:chf
17,185,2,cough,congestive heart failure:chf
58,185,2,swelling of both legs,congestive heart failure:chf
59,185,1,lethargy (sluggishness),congestive heart failure:chf
88,185,2,shortness of breath,congestive heart failure:chf
116,185,2,tired,congestive heart failure:chf
129,185,2,wheezing (noisy breathing),congestive heart failure:chf
170,185,2,cyanosis (blue skin coloration),congestive heart failure:chf
173,185,1,abdominal swelling (stomach swelling),congestive heart failure:chf
196,185,2,foot swelling,congestive heart failure:chf
205,185,1,low blood pressure,congestive heart failure:chf
207,185,2,low heart rate,congestive heart failure:chf
250,185,1,increased urination (polyuria),congestive heart failure:chf
262,185,2,chest pain,congestive heart failure:chf
292,185,1,confusion,congestive heart failure:chf
270,185,1,difficulty breathing,congestive heart failure:chf
273,185,1,congestion in chest or lungs,congestive heart failure:chf
284,185,1,retaining fluid,congestive heart failure:chf
13,266,0,chest pressure,essential hypertension:high blood pressure
41,266,0,headache,essential hypertension:high blood pressure
262,266,0,chest pain,essential hypertension:high blood pressure
13,618,0,chest pressure,pulmonary fibrosis:lung scarring
88,618,0,shortness of breath,pulmonary fibrosis:lung scarring
170,618,0,cyanosis (blue skin coloration),pulmonary fibrosis:lung scarring
13,790,0,chest pressure,"upper respiratory tract infection:uri, common cold"
14,790,2,chills,"upper respiratory tract infection:uri, common cold"
17,790,0,cough,"upper respiratory tract infection:uri, common cold"
21,790,0,dizziness,"upper respiratory tract infection:uri, common cold"
24,790,0,pain in the ear,"upper respiratory tract infection:uri, common cold"
29,790,2,fever,"upper respiratory tract infection:uri, common cold"
36,790,2,"cranky, crying, fussy, irritable child","upper respiratory tract infection:uri, common cold"
41,790,2,headache,"upper respiratory tract infection:uri, common cold"
88,790,0,shortness of breath,"upper respiratory tract infection:uri, common cold"
93,790,2,sore throat,"upper respiratory tract infection:uri, common cold"
120,790,2,throat pain,"upper respiratory tract infection:uri, common cold"
162,790,2,sneezing,"upper respiratory tract infection:uri, common cold"
236,790,2,nasal congestion,"upper respiratory tract infection:uri, common cold"
257,790,2,snoring,"upper respiratory tract infection:uri, common cold"
262,790,1,chest pain,"upper respiratory tract infection:uri, common cold"
264,790,0,stomach and abdominal pain,"upper respiratory tract infection:uri, common cold"
13,811,0,chest pressure,vasovagal syncope:fainting
21,811,0,dizziness,vasovagal syncope:fainting
28,811,2,fainting,vasovagal syncope:fainting
13,997,0,chest pressure,sarcoidosis:inflammatory disease
81,997,0,rash,sarcoidosis:inflammatory disease
88,997,0,shortness of breath,sarcoidosis:inflammatory disease
123,997,0,"weight loss, unexplained",sarcoidosis:inflammatory disease
199,997,0,amenorrhea (no menstruation),sarcoidosis:inflammatory disease
238,997,0,skin sores,sarcoidosis:inflammatory disease
247,997,0,facial droop (weakness),sarcoidosis:inflammatory disease
13,1433,0,chest pressure,supraventricular tachycardia:svt
21,1433,1,dizziness,supraventricular tachycardia:svt
28,1433,0,fainting,supraventricular tachycardia:svt
73,1433,1,heart pulsations and palpitations,supraventricular tachycardia:svt
88,1433,0,shortness of breath,supraventricular tachycardia:svt
262,1433,1,chest pain,supraventricular tachycardia:svt
14,252,2,chills,epiglottitis:severe throat inflammation
29,252,2,fever,epiglottitis:severe throat inflammation
93,252,2,sore throat,epiglottitis:severe throat inflammation
98,252,2,swallowing problem (dysphagia),epiglottitis:severe throat inflammation
120,252,1,throat pain,epiglottitis:severe throat inflammation
150,252,2,choking,epiglottitis:severe throat inflammation
172,252,2,drooling,epiglottitis:severe throat inflammation
14,387,2,chills,influenza:seasonal flu
17,387,2,cough,influenza:seasonal flu
29,387,2,fever,influenza:seasonal flu
41,387,0,headache,influenza:seasonal flu
62,387,2,muscle pain,influenza:seasonal flu
88,387,0,shortness of breath,influenza:seasonal flu
93,387,0,sore throat,influenza:seasonal flu
113,387,0,vomiting,influenza:seasonal flu
116,387,2,tired,influenza:seasonal flu
120,387,0,throat pain,influenza:seasonal flu
162,387,2,sneezing,influenza:seasonal flu
236,387,2,nasal congestion,influenza:seasonal flu
237,387,2,joint stiffness,influenza:seasonal flu
262,387,0,chest pain,influenza:seasonal flu
270,387,0,difficulty breathing,influenza:seasonal flu
273,387,0,congestion in chest or lungs,influenza:seasonal flu
269,387,0,hurts to breathe,influenza:seasonal flu
14,447,1,chills,malaria:mosquito transmitted illness
29,447,1,fever,malaria:mosquito transmitted illness
30,447,3,fever in the returning traveler,malaria:mosquito transmitted illness
179,447,1,jaundice (yellowing skin),malaria:mosquito transmitted illness
14,462,1,chills,meningitis:spinal fluid infection
15,462,3,change in behavior,meningitis:spinal fluid infection
21,462,1,dizziness,meningitis:spinal fluid infection
29,462,2,fever,meningitis:spinal fluid infection
36,462,1,"cranky, crying, fussy, irritable child",meningitis:spinal fluid infection
41,462,2,headache,meningitis:spinal fluid infection
59,462,3,lethargy (sluggishness),meningitis:spinal fluid infection
67,462,1,neck ache or pain,meningitis:spinal fluid infection
87,462,2,seizure,meningitis:spinal fluid infection
94,462,2,speech problem,meningitis:spinal fluid infection
104,462,2,unsteady gait (trouble walking),meningitis:spinal fluid infection
121,462,1,tremors,meningitis:spinal fluid infection
128,462,2,inconsolable baby,meningitis:spinal fluid infection
240,462,1,memory loss,meningitis:spinal fluid infection
292,462,3,confusion,meningitis:spinal fluid infection
